step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,ingestion_timestamp,source_batch_id
13,CASH_OUT,138590.06,C1082276285,30338.0,0.0,C2108999811,18739.27,195235.34,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
18,TRANSFER,381852.37,C1606120622,6491.0,0.0,C604591490,5105079.61,5414538.98,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
19,CASH_OUT,2756.82,C610374646,15670.0,12913.18,C1132456973,19967.0,22723.82,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
35,PAYMENT,60178.11,C1871363728,0.0,0.0,M941878415,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
33,TRANSFER,1832224.74,C729311324,11510.0,0.0,C1257953798,0.0,1832224.74,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
18,PAYMENT,18972.01,C2002460078,14168.26,0.0,M2112989110,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
38,CASH_OUT,109268.76,C334135959,0.0,0.0,C1703923334,657347.09,766615.85,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
37,CASH_OUT,288893.82,C38575747,11307.0,0.0,C1000841133,845448.42,1134342.23,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
40,PAYMENT,9288.47,C230863187,13589.07,4300.6,M821357004,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
17,PAYMENT,29368.48,C1988254431,188535.0,159166.52,M1684264000,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
8,PAYMENT,15137.3,C233913462,187870.06,172732.76,M985336335,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
15,CASH_IN,143635.86,C847860971,8988214.25,9131850.11,C1916873789,5477968.91,5334333.05,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
10,CASH_IN,230937.41,C155785560,35940.0,266877.41,C1556993174,312066.94,81129.52,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
14,CASH_IN,54542.18,C607189058,2760483.32,2815025.5,C1093054320,5246495.19,5191953.02,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
17,CASH_OUT,252361.85,C1171220817,21556.0,0.0,C747735061,458517.65,710879.5,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
35,PAYMENT,1175.68,C1854768040,0.0,0.0,M1356119884,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
37,CASH_IN,367475.41,C377647396,289856.95,657332.36,C124659809,3461360.17,3093884.76,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
13,CASH_OUT,164587.31,C257811164,234016.83,69429.51,C956986674,3062427.94,3227015.25,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
9,CASH_OUT,423382.58,C618986790,0.0,0.0,C2030493231,842143.9,1132024.91,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
40,CASH_OUT,307528.78,C536384320,11131.0,0.0,C703076446,876350.18,1183878.96,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
8,CASH_IN,72955.65,C1311614688,6514125.55,6587081.2,C644345897,619706.08,800992.18,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
20,PAYMENT,17458.59,C457189830,5705.0,0.0,M1042488812,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
39,CASH_OUT,78789.46,C498788417,0.0,0.0,C87192171,2033905.18,2112694.64,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
15,CASH_OUT,353095.35,C132195103,0.0,0.0,C1406749291,1838625.04,2002780.78,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
16,PAYMENT,6796.58,C2136235383,0.0,0.0,M912938926,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
22,PAYMENT,9878.51,C718251527,39963.0,30084.49,M933383452,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
40,CASH_IN,160071.24,C2108701426,4088923.04,4248994.28,C1635964841,8711956.19,8551884.95,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
16,TRANSFER,31324.15,C656635735,0.0,0.0,C826231848,621121.73,533244.52,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
20,CASH_IN,151465.83,C458516057,5676609.29,5828075.12,C749824466,870965.35,1078107.04,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
15,CASH_OUT,91721.37,C621604999,42209.0,0.0,C1153596299,1256089.9,1041141.37,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
18,CASH_IN,186527.4,C234271182,9715529.87,9902057.27,C883354857,265361.39,78834.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
22,PAYMENT,8654.49,C1102507236,70222.0,61567.51,M457780202,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
37,PAYMENT,4474.61,C128279867,0.0,0.0,M391337090,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
35,PAYMENT,5835.5,C1491163010,23068.0,17232.5,M1812076661,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
11,TRANSFER,574638.85,C393885676,92599.38,0.0,C49191134,1513736.22,2088375.07,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
14,CASH_OUT,397482.0,C420152259,0.0,0.0,C1300614838,3560945.36,4085859.85,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
23,CASH_OUT,328464.75,C1842428146,334737.68,6272.92,C2038993906,1062785.48,1391250.23,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
11,CASH_IN,146752.75,C151685912,12989845.96,13136598.71,C562687950,362486.37,215733.62,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
35,TRANSFER,135150.41,C2063715342,161477.79,26327.38,C1543745735,1772624.73,1907775.14,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
12,CASH_IN,74155.98,C756466352,5117199.1,5191355.08,C665653312,269941.61,195785.63,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
34,CASH_IN,365664.01,C1251218132,1728608.96,2094272.98,C1740763633,2469771.99,1813325.03,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
35,CASH_OUT,437019.88,C280875976,199786.0,0.0,C499655635,282471.31,814829.5,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
1,PAYMENT,5340.28,C1340634558,49303.38,43963.1,M1736150547,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
15,CASH_OUT,121820.74,C530433841,98946.0,0.0,C951597232,0.0,121820.74,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
36,CASH_OUT,69115.83,C1512225070,513898.0,444782.17,C2119588421,456471.68,978226.32,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
9,CASH_IN,131017.84,C490807309,68945.0,199962.84,C1101481055,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
33,CASH_IN,332655.76,C1583985975,3229875.23,3562530.99,C1586413785,564046.6,181660.01,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
18,PAYMENT,526.13,C536467968,93580.44,93054.3,M837067717,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
37,CASH_OUT,85526.78,C2101725066,93754.0,8227.22,C200361558,740098.39,825625.17,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
33,CASH_IN,102127.68,C10351899,286.0,102413.68,C1879359897,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
17,PAYMENT,12207.07,C1473041491,1274.0,0.0,M883024012,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
17,CASH_OUT,523873.18,C685361461,0.0,0.0,C2123779043,883236.36,1498843.72,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
20,CASH_IN,142314.58,C767185929,19690.0,162004.58,C608819730,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
35,PAYMENT,4172.56,C948314893,17186.0,13013.44,M1934316709,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
39,PAYMENT,8302.38,C442250599,35208.48,26906.09,M201664004,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
36,CASH_OUT,50935.49,C845950095,273196.66,222261.17,C304481608,593866.49,644801.98,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
22,CASH_OUT,288725.75,C1871150128,6253.0,0.0,C1280912398,1786600.97,2075326.72,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
10,PAYMENT,1914.78,C955998915,1760511.17,1758596.39,M1819494700,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
17,CASH_OUT,145789.75,C18305712,5969.0,0.0,C2115119751,110495.11,256284.86,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
16,CASH_IN,486.59,C64062082,1198669.4,1199155.99,C349701953,1983224.19,1982737.6,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
38,PAYMENT,6403.42,C351405669,0.0,0.0,M2123368817,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
11,PAYMENT,7866.73,C1210742195,0.0,0.0,M931348078,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
9,CASH_IN,99623.54,C1190937153,5330573.97,5430197.5,C152517278,118887.66,3668388.27,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
17,TRANSFER,685073.47,C1449855133,0.0,0.0,C1063777023,14004863.24,14689936.71,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
20,PAYMENT,1669.64,C445376091,148457.96,146788.32,M1998588058,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
34,PAYMENT,19805.79,C451752506,6059.73,0.0,M1337913560,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
8,CASH_OUT,379472.89,C1509805590,29365.59,0.0,C667346055,11812634.74,17132106.53,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
10,CASH_IN,21400.88,C1353189269,11400772.25,11422173.13,C83479667,326951.75,229562.48,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
40,CASH_IN,332362.07,C2068361915,3519421.7,3851783.77,C1075699670,677107.05,344744.99,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
17,CASH_IN,169561.34,C201931182,3291243.63,3460804.97,C1421626373,357449.11,187887.77,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
11,PAYMENT,24134.86,C2080602685,304112.0,279977.14,M1423363515,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
15,PAYMENT,12937.79,C1369355938,7044.0,0.0,M1821323971,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
21,PAYMENT,21676.75,C1657389593,14536.0,0.0,M62925173,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
10,PAYMENT,19304.54,C1120837965,848.0,0.0,M415317866,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
14,CASH_IN,102338.0,C2124207627,117766.95,220104.95,C1333580470,500110.7,248480.27,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
18,CASH_OUT,18040.43,C961301158,0.0,0.0,C2128611760,112306.61,130347.04,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
33,CASH_OUT,244764.38,C761494402,0.0,0.0,C93166806,5505342.05,5417280.66,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
21,CASH_IN,113810.74,C1638964784,1823414.91,1937225.64,C1480735153,1408932.91,1295122.17,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
35,TRANSFER,376746.17,C1757973111,9929.0,0.0,C1190188859,0.0,376746.17,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
21,CASH_IN,615801.51,C10505198,980370.44,1596171.96,C248565961,740477.62,124676.11,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
20,PAYMENT,1548.27,C924214348,9978.0,8429.73,M438078494,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
34,CASH_OUT,245532.44,C681725302,390721.59,145189.15,C176022149,417163.48,662695.91,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
21,CASH_IN,125203.71,C815821588,8373897.35,8499101.06,C1649493356,670907.2,545703.49,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
37,PAYMENT,2921.68,C1006714103,0.0,0.0,M1151409925,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
17,PAYMENT,17957.14,C91127402,80189.77,62232.63,M221825774,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
18,CASH_IN,42178.12,C1123939023,10976364.2,11018542.33,C1303419586,401333.12,638298.15,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
33,CASH_OUT,397564.52,C1966787181,0.0,0.0,C2124288420,7165457.15,7290859.96,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
15,CASH_OUT,231974.1,C1335302478,174417.0,0.0,C1413043846,0.0,231974.1,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
34,CASH_IN,181495.91,C842467931,1794.0,183289.91,C1045103331,187253.94,5758.02,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
17,CASH_OUT,793878.37,C94604596,0.0,0.0,C787825744,901841.31,1468569.58,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
34,PAYMENT,28458.22,C576355584,0.0,0.0,M1193738233,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
37,PAYMENT,6993.96,C988052266,0.0,0.0,M2030348606,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
15,CASH_OUT,222075.22,C345359916,126868.27,0.0,C633595446,2610310.43,2832385.65,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
38,CASH_OUT,176276.26,C552411205,0.0,0.0,C1356967836,231023.46,407299.72,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
7,CASH_IN,180908.52,C178433581,8817084.34,8997992.85,C1261940766,419752.57,129579.09,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
8,CASH_OUT,269873.07,C1479177480,0.0,0.0,C1323741703,1696977.29,1966850.36,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
38,CASH_IN,444578.58,C698339636,272945.77,717524.36,C489113361,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
9,CASH_IN,238698.96,C1653781136,1023.0,239721.96,C409277680,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
14,CASH_IN,120694.11,C679514605,542018.6,662712.71,C1945229769,181548.81,60854.7,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
13,CASH_IN,103486.99,C1422184782,10497596.5,10601083.5,C2052522327,972331.52,1035415.03,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
9,CASH_OUT,245326.18,C2046196748,514888.59,269562.4,C1109959414,2976939.11,3222265.29,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
36,PAYMENT,1716.1,C925976686,0.0,0.0,M1074925210,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
9,CASH_IN,7201.37,C1846734141,1118493.71,1125695.07,C2048201303,764942.52,3709199.63,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
15,CASH_OUT,170110.6,C1545905093,62008.0,0.0,C770297559,355478.46,525589.05,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
17,PAYMENT,11386.4,C26369884,54197.0,42810.6,M535103302,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
39,PAYMENT,7587.64,C1998733001,357335.57,349747.92,M1466327729,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
17,PAYMENT,4318.17,C1787521600,0.0,0.0,M1904387825,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
10,CASH_IN,234376.08,C1269757217,9005931.09,9240307.17,C1267438168,464353.56,229977.48,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
21,CASH_IN,78003.62,C463954647,5025315.09,5103318.71,C2033982343,3596855.1,3518851.48,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
15,CASH_IN,360837.64,C1075614050,50603.54,411441.18,C558360247,11585.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
15,CASH_OUT,99221.99,C1728221138,0.0,0.0,C643107425,475148.3,574370.29,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
8,CASH_IN,154175.52,C564105265,5089630.23,5243805.75,C1457728035,191383.21,133584.06,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
20,CASH_IN,264460.88,C988295758,15594.0,280054.88,C2045005418,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
9,CASH_OUT,249020.09,C210682850,7084.0,0.0,C1781548235,31541.24,818108.42,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
14,CASH_OUT,187533.11,C1327005711,0.0,0.0,C570409417,1303427.47,1490960.58,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
10,CASH_OUT,29188.24,C478393169,0.0,0.0,C456631518,504928.03,1179506.97,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
14,CASH_OUT,119014.42,C124803782,0.0,0.0,C82832218,263306.13,437580.15,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
20,TRANSFER,628594.86,C205483573,0.0,0.0,C2072201071,1206107.18,1834702.04,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
19,PAYMENT,9695.23,C1707212481,139477.25,129782.01,M1217387883,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
20,CASH_IN,292566.26,C1074503880,24501.0,317067.26,C259521162,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
19,CASH_IN,166624.68,C591189305,10220263.73,10386888.41,C57378330,1979777.08,1813152.4,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
34,PAYMENT,31375.96,C254866410,0.0,0.0,M680100460,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
38,CASH_OUT,105534.77,C300564975,0.0,0.0,C685876983,488950.29,594485.06,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
18,CASH_IN,14104.85,C1096875424,4637740.41,4651845.26,C1998096886,1121151.33,1107046.47,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
10,PAYMENT,2584.93,C470408792,969748.57,967163.63,M27348644,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
12,CASH_IN,225262.26,C1512980429,14757457.02,14982719.27,C1134266682,1303472.12,1078209.86,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
17,PAYMENT,8670.56,C1086183215,0.0,0.0,M1097156186,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
10,CASH_OUT,183441.63,C378428490,0.0,0.0,C2009959757,331097.65,514539.28,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
13,PAYMENT,28929.19,C897337385,16086.0,0.0,M123189085,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
36,CASH_OUT,447925.53,C1313141113,153.0,0.0,C1689840534,389586.65,953698.13,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
14,CASH_OUT,125537.79,C2013063768,52042.0,0.0,C251336243,0.0,48003.84,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
34,CASH_IN,114996.38,C1117891947,5769331.22,5884327.6,C1781998533,349223.71,470237.22,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
16,PAYMENT,13655.31,C1386938805,0.0,0.0,M1838754748,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
17,CASH_IN,31286.42,C1484743385,5509.0,36795.42,C490633619,3499128.5,3467842.08,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
17,PAYMENT,12681.5,C1186367537,25242.0,12560.5,M1912412259,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
8,TRANSFER,456725.02,C1597565516,0.0,0.0,C665576141,8967463.18,14786300.22,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
24,PAYMENT,1499.18,C161815734,40586.0,39086.82,M1862650113,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
40,CASH_IN,222756.92,C1610457577,14806.0,237562.92,C306055439,409188.66,186431.74,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
20,CASH_IN,276299.88,C915760719,11931.0,288230.88,C1037655332,867158.78,590858.9,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
34,PAYMENT,28261.73,C82121815,314617.94,286356.21,M644253002,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
34,CASH_IN,66154.24,C15804445,6498549.18,6564703.42,C1245460529,1819513.14,1753358.91,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
10,PAYMENT,4639.93,C411353208,185018.0,180378.07,M1376481963,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
8,CASH_OUT,69358.69,C1494979864,0.0,0.0,C177457290,82855.0,159060.37,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
12,CASH_OUT,347593.78,C1632427263,0.0,0.0,C667395488,812465.28,1231109.72,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
34,PAYMENT,634.5,C13465776,0.0,0.0,M1687622108,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
19,CASH_IN,197201.02,C1184537767,5400991.51,5598192.53,C1847868680,906810.32,709609.3,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
17,PAYMENT,1837.08,C776966750,152592.17,150755.1,M400883811,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
13,CASH_OUT,4864.73,C1617751149,0.0,0.0,C1163572928,1136171.53,1141036.26,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
35,CASH_OUT,107541.95,C690133724,0.0,0.0,C569661720,796762.0,748177.81,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
9,PAYMENT,9559.41,C1724781064,0.0,0.0,M1689838273,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
21,CASH_OUT,188437.91,C1156904173,0.0,0.0,C115164639,8458154.81,8646592.72,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
34,CASH_OUT,58417.26,C146135826,0.0,0.0,C1893693864,603335.26,2737469.49,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
11,CASH_OUT,174950.99,C753682239,12327.0,0.0,C1964340993,205.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
20,PAYMENT,5397.99,C1222690235,149248.08,143850.09,M1655107364,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
19,PAYMENT,13108.99,C1800026567,181.0,0.0,M1378879064,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
37,CASH_IN,359895.9,C54233593,14945775.38,15305671.28,C14289904,1256921.45,897025.55,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
39,PAYMENT,3628.04,C634233510,275753.58,272125.54,M340729098,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
35,PAYMENT,19998.15,C843707740,46042.41,26044.26,M498570421,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
34,CASH_OUT,338765.47,C1026676625,12678.18,0.0,C1869826560,580232.3,1799759.8,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
9,CASH_OUT,234087.68,C870746868,0.0,0.0,C607938937,628120.67,3441343.45,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
9,CASH_OUT,511671.26,C275466284,51754.0,0.0,C1305039609,107703.0,1219800.28,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
21,PAYMENT,4227.75,C1692148389,11430.0,7202.25,M929294849,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
35,CASH_IN,221746.49,C1539405438,4335395.95,4557142.43,C590624787,1868903.07,1647156.58,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
14,CASH_IN,35737.37,C1017250511,9449479.71,9485217.07,C1106744673,9630685.69,9594948.32,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
17,PAYMENT,16392.9,C825967132,0.0,0.0,M799965295,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
38,TRANSFER,353522.43,C2070536567,0.0,0.0,C1964374563,10835880.78,11189403.2,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
7,PAYMENT,10556.43,C685391537,122607.0,112050.57,M1207295476,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
34,CASH_OUT,32000.4,C383553344,0.0,0.0,C1615311108,283380.98,360594.27,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
11,TRANSFER,2362908.23,C1547402331,22210.0,0.0,C59454547,51645.0,426208.2,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
36,CASH_IN,103314.72,C1449690857,105377.0,208691.72,C1249881250,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
39,CASH_OUT,82968.75,C1519677456,65010.53,0.0,C2036074103,514812.33,597781.08,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
14,PAYMENT,12635.7,C1431976124,0.0,0.0,M745334960,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
18,TRANSFER,943102.35,C1898687245,0.0,0.0,C138078568,2388614.66,3331717.01,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
15,PAYMENT,42160.73,C373686713,0.0,0.0,M960322015,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
18,CASH_OUT,6462.21,C903403583,0.0,0.0,C1437132715,4435330.33,4584088.22,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
35,TRANSFER,1575919.07,C2115689388,54015.0,0.0,C271353631,5119182.62,6695101.7,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
23,PAYMENT,2091.16,C1743494225,5565.0,3473.84,M1225943699,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
38,PAYMENT,22077.92,C2089332505,10035.0,0.0,M1299869856,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
17,PAYMENT,12558.36,C1205662981,0.0,0.0,M1952088408,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
23,PAYMENT,6963.33,C1073057148,5015.0,0.0,M1880534805,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
36,PAYMENT,33428.68,C670946302,0.0,0.0,M1525000470,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
21,PAYMENT,2221.97,C352567447,411.0,0.0,M2135924969,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
33,PAYMENT,10338.57,C998260330,10636.11,297.54,M1108584332,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
18,PAYMENT,6187.2,C893893552,2454815.55,2448628.35,M167973306,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
14,CASH_OUT,82730.16,C1394427647,0.0,0.0,C1026066400,556740.92,907065.21,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
26,CASH_IN,124048.1,C1296181280,1975301.88,2099349.97,C1640899762,179847.3,55799.2,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
20,PAYMENT,13128.28,C581251367,0.0,0.0,M760021420,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
21,CASH_IN,188175.04,C1035045237,20591077.5,20779252.54,C1725524580,280787.4,92612.36,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
36,PAYMENT,42742.56,C705124334,86198.29,43455.73,M1962680746,0.0,0.0,0,0,2026-09-25 20:42:02.737920,incremental_8d597d
